label	entity_id	ssid
envenomation resulting in positive regulation of voltage-gated sodium channel activity in another organism	http://purl.obolibrary.org/obo/GO_0044494	13432
envenomation resulting in modulation of voltage-gated sodium channel activity in another organism	http://purl.obolibrary.org/obo/GO_0044492	1439
positive regulation of blood pressure in another organism	http://purl.obolibrary.org/obo/GO_0044497	2747
envenomation resulting in negative regulation of voltage-gated sodium channel activity in another organism	http://purl.obolibrary.org/obo/GO_0044493	7898
envenomation resulting in modulation of blood pressure in another organism	http://purl.obolibrary.org/obo/GO_0044498	29488
negative regulation of blood pressure in another organism	http://purl.obolibrary.org/obo/GO_0044496	10665
phosphatidylinositol 5-phosphate metabolic process	http://purl.obolibrary.org/obo/GO_1904562	26302
cellular response to 1-oleoyl-sn-glycerol 3-phosphate	http://purl.obolibrary.org/obo/GO_1904566	20215
response to wortmannin	http://purl.obolibrary.org/obo/GO_1904567	4078
cellular response to wortmannin	http://purl.obolibrary.org/obo/GO_1904568	27495
phosphatidylinositol 5-phosphate biosynthetic process	http://purl.obolibrary.org/obo/GO_1904563	16037
response to diphenidol	http://purl.obolibrary.org/obo/GO_1904560	13584
regulation of selenocysteine incorporation	http://purl.obolibrary.org/obo/GO_1904569	24650
response to 1-oleoyl-sn-glycerol 3-phosphate	http://purl.obolibrary.org/obo/GO_1904565	26932
cellular response to diphenidol	http://purl.obolibrary.org/obo/GO_1904561	19155
carbohydrate biosynthetic process	http://purl.obolibrary.org/obo/GO_0016051	12737
organic acid catabolic process	http://purl.obolibrary.org/obo/GO_0016054	41197
organic acid biosynthetic process	http://purl.obolibrary.org/obo/GO_0016053	27336
rhodopsin mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0016056	718
carbohydrate catabolic process	http://purl.obolibrary.org/obo/GO_0016052	10254
Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0016055	21709
deactivation of rhodopsin mediated signaling	http://purl.obolibrary.org/obo/GO_0016059	15265
vesicle organization	http://purl.obolibrary.org/obo/GO_0016050	6669
regulation of membrane potential in photoreceptor cell	http://purl.obolibrary.org/obo/GO_0016057	42756
maintenance of membrane potential in photoreceptor cell by rhodopsin mediated signaling	http://purl.obolibrary.org/obo/GO_0016058	15723
secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	http://purl.obolibrary.org/obo/GO_0060528	28950
prostate glandular acinus development	http://purl.obolibrary.org/obo/GO_0060525	24234
mesenchymal-epithelial cell signaling involved in prostate induction	http://purl.obolibrary.org/obo/GO_0060521	17292
prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis	http://purl.obolibrary.org/obo/GO_0060527	36767
dichotomous subdivision of prostate epithelial cord terminal unit	http://purl.obolibrary.org/obo/GO_0060524	9652
squamous basal epithelial stem cell differentiation involved in prostate gland acinus development	http://purl.obolibrary.org/obo/GO_0060529	28252
activation of prostate induction by androgen receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0060520	39175
inductive mesenchymal to epithelial cell signaling	http://purl.obolibrary.org/obo/GO_0060522	30812
prostate epithelial cord elongation	http://purl.obolibrary.org/obo/GO_0060523	30077
prostate glandular acinus morphogenesis	http://purl.obolibrary.org/obo/GO_0060526	410
nucleotide-excision repair, preincision complex assembly	http://purl.obolibrary.org/obo/GO_0006294	38633
pyrimidine dimer repair	http://purl.obolibrary.org/obo/GO_0006290	43160
nucleotide-excision repair, preincision complex stabilization	http://purl.obolibrary.org/obo/GO_0006293	15713
mismatch repair	http://purl.obolibrary.org/obo/GO_0006298	19141
nucleotide-excision repair, DNA gap filling	http://purl.obolibrary.org/obo/GO_0006297	14852
positive regulation of the force of heart contraction by chemical signal	http://purl.obolibrary.org/obo/GO_0003099	22337
renal water retention	http://purl.obolibrary.org/obo/GO_0003092	35274
renal water homeostasis	http://purl.obolibrary.org/obo/GO_0003091	39966
renal water transport	http://purl.obolibrary.org/obo/GO_0003097	3456
glomerular filtration	http://purl.obolibrary.org/obo/GO_0003094	1496
pressure natriuresis	http://purl.obolibrary.org/obo/GO_0003095	42763
regulation of glomerular filtration	http://purl.obolibrary.org/obo/GO_0003093	9318
positive regulation of the force of heart contraction by neuronal epinephrine-norepinephrine	http://purl.obolibrary.org/obo/GO_0003090	37288
renal sodium ion transport	http://purl.obolibrary.org/obo/GO_0003096	33179
tubuloglomerular feedback	http://purl.obolibrary.org/obo/GO_0003098	30269
chemoattraction of axon	http://purl.obolibrary.org/obo/GO_0061642	14540
protein localization to CENP-A containing chromatin	http://purl.obolibrary.org/obo/GO_0061644	25787
chemorepulsion of axon	http://purl.obolibrary.org/obo/GO_0061643	5877
positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization	http://purl.obolibrary.org/obo/GO_0061646	24997
ubiquitin modification-dependent histone binding	http://purl.obolibrary.org/obo/GO_0061649	36608
cytoskeleton-dependent cytokinesis	http://purl.obolibrary.org/obo/GO_0061640	7964
tooth replacement	http://purl.obolibrary.org/obo/GO_0061648	30725
RNA polymerase III core binding	http://purl.obolibrary.org/obo/GO_0000994	43210
RNA polymerase III general transcription initiation factor activity	http://purl.obolibrary.org/obo/GO_0000995	40580
RNA polymerase II complex binding	http://purl.obolibrary.org/obo/GO_0000993	29598
RNA polymerase III cis-regulatory region sequence-specific DNA binding	http://purl.obolibrary.org/obo/GO_0000992	5750
regulation of mesenchymal cell proliferation involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0060782	24461
regulation of cell proliferation involved in tissue homeostasis	http://purl.obolibrary.org/obo/GO_0060784	22548
regulation of apoptosis involved in tissue homeostasis	http://purl.obolibrary.org/obo/GO_0060785	35311
mesenchymal smoothened signaling pathway involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0060783	2309
hair follicle placode formation	http://purl.obolibrary.org/obo/GO_0060789	29104
mesenchymal cell proliferation involved in prostate gland development	http://purl.obolibrary.org/obo/GO_0060781	28221
ectodermal placode formation	http://purl.obolibrary.org/obo/GO_0060788	19491
regulation of cell differentiation involved in tissue homeostasis	http://purl.obolibrary.org/obo/GO_0060786	43560
positive regulation of posterior neural plate formation by fibroblast growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0060787	42998
intercalary leaflet morphogenesis	http://purl.obolibrary.org/obo/GO_0060780	34751
positive regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator	http://purl.obolibrary.org/obo/GO_1902240	5866
cis-abienol biosynthetic process	http://purl.obolibrary.org/obo/GO_1902246	39549
copal-8-ol diphosphate(3-) biosynthetic process	http://purl.obolibrary.org/obo/GO_1902243	34304
copal-8-ol diphosphate(3-) metabolic process	http://purl.obolibrary.org/obo/GO_1902241	19694
geranylgeranyl diphosphate catabolic process	http://purl.obolibrary.org/obo/GO_1902247	40832
copal-8-ol diphosphate(3-) catabolic process	http://purl.obolibrary.org/obo/GO_1902242	14833
IMP binding	http://purl.obolibrary.org/obo/GO_1902249	22154
5-O-phosphono-alpha-D-ribofuranosyl diphosphate binding	http://purl.obolibrary.org/obo/GO_1902248	4178
cis-abienol metabolic process	http://purl.obolibrary.org/obo/GO_1902244	16763
cis-abienol catabolic process	http://purl.obolibrary.org/obo/GO_1902245	39709
nucleobase transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015205	4304
polyamine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015203	27341
urea transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015204	31316
guanine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015208	26874
adenine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015207	41391
methylammonium transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015200	3338
cytosine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015209	15717
thyroid gland development	http://purl.obolibrary.org/obo/GO_0030878	9522
mammary gland development	http://purl.obolibrary.org/obo/GO_0030879	44237
lipid modification by small protein conjugation	http://purl.obolibrary.org/obo/GO_0120322	13861
NuRD complex binding	http://purl.obolibrary.org/obo/GO_0120325	21048
lipid ubiquitination	http://purl.obolibrary.org/obo/GO_0120323	43530
appressorium-mediated entry into host	http://purl.obolibrary.org/obo/GO_0120326	43855
protein localization to centriolar satellite	http://purl.obolibrary.org/obo/GO_0120329	38622
lateral pseudopodium retraction	http://purl.obolibrary.org/obo/GO_0120320	10023
procyclogenesis	http://purl.obolibrary.org/obo/GO_0120324	36664
ATP-dependent DNA (cytosine-5-)-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0120328	19795
suppression by virus of host tetherin activity	http://purl.obolibrary.org/obo/GO_0039587	8236
symbiont-mediated suppression of host PKR/eIFalpha signaling	http://purl.obolibrary.org/obo/GO_0039580	14764
symbiont-mediated suppression of host antigen processing and presentation	http://purl.obolibrary.org/obo/GO_0039588	26974
PKR-mediated signaling	http://purl.obolibrary.org/obo/GO_0039585	9188
negative regulation of autophagosome maturation	http://purl.obolibrary.org/obo/GO_1901097	28835
positive regulation of autophagosome maturation	http://purl.obolibrary.org/obo/GO_1901098	20824
positive regulation of protein tetramerization	http://purl.obolibrary.org/obo/GO_1901092	22481
negative regulation of protein tetramerization	http://purl.obolibrary.org/obo/GO_1901091	43765
positive regulation of protein homotetramerization	http://purl.obolibrary.org/obo/GO_1901095	37548
negative regulation of protein homotetramerization	http://purl.obolibrary.org/obo/GO_1901094	16865
regulation of protein homotetramerization	http://purl.obolibrary.org/obo/GO_1901093	40628
negative regulation of signal transduction in absence of ligand	http://purl.obolibrary.org/obo/GO_1901099	16969
regulation of protein tetramerization	http://purl.obolibrary.org/obo/GO_1901090	15953
regulation of autophagosome maturation	http://purl.obolibrary.org/obo/GO_1901096	12475
acid phosphatase activity	http://purl.obolibrary.org/obo/GO_0003993	39141
adenine phosphoribosyltransferase activity	http://purl.obolibrary.org/obo/GO_0003999	5337
acetylcholinesterase activity	http://purl.obolibrary.org/obo/GO_0003990	8554
acyl-CoA dehydrogenase activity	http://purl.obolibrary.org/obo/GO_0003995	29001
acyl-CoA oxidase activity	http://purl.obolibrary.org/obo/GO_0003997	40644
acylphosphatase activity	http://purl.obolibrary.org/obo/GO_0003998	6446
acetylglutamate kinase activity	http://purl.obolibrary.org/obo/GO_0003991	27728
aconitate hydratase activity	http://purl.obolibrary.org/obo/GO_0003994	24039
N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity	http://purl.obolibrary.org/obo/GO_0003992	37612
chalcone catabolic process	http://purl.obolibrary.org/obo/GO_0046280	20605
cinnamic acid ester catabolic process	http://purl.obolibrary.org/obo/GO_0046282	1839
cinnamic acid catabolic process	http://purl.obolibrary.org/obo/GO_0046281	28326
isoflavonoid catabolic process	http://purl.obolibrary.org/obo/GO_0046288	39282
flavonoid phytoalexin metabolic process	http://purl.obolibrary.org/obo/GO_0046285	31809
isoflavonoid metabolic process	http://purl.obolibrary.org/obo/GO_0046287	41407
isoflavonoid phytoalexin metabolic process	http://purl.obolibrary.org/obo/GO_0046289	40647
flavonoid phytoalexin catabolic process	http://purl.obolibrary.org/obo/GO_0046286	31667
anthocyanin-containing compound catabolic process	http://purl.obolibrary.org/obo/GO_0046284	24852
anthocyanin-containing compound metabolic process	http://purl.obolibrary.org/obo/GO_0046283	33950
protocatechuate 4,5-dioxygenase activity	http://purl.obolibrary.org/obo/GO_0018579	18457
chlorocatechol 1,2-dioxygenase activity	http://purl.obolibrary.org/obo/GO_0018575	14267
2,6-dichloro-p-hydroquinone 1,2-dioxygenase activity	http://purl.obolibrary.org/obo/GO_0018574	35860
2,3-dihydroxy-p-cumate dioxygenase activity	http://purl.obolibrary.org/obo/GO_0018571	29676
protocatechuate 3,4-dioxygenase activity	http://purl.obolibrary.org/obo/GO_0018578	8848
catechol 1,2-dioxygenase activity	http://purl.obolibrary.org/obo/GO_0018576	20611
p-cumate 2,3-dioxygenase activity	http://purl.obolibrary.org/obo/GO_0018570	39346
2-aminophenol 1,6-dioxygenase activity	http://purl.obolibrary.org/obo/GO_0018573	40891
catechol 2,3-dioxygenase activity	http://purl.obolibrary.org/obo/GO_0018577	6270
3,5-dichlorocatechol 1,2-dioxygenase activity	http://purl.obolibrary.org/obo/GO_0018572	4795
negative regulation of cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150118	43553
cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150115	41117
negative regulation of protein localization to cell-cell junction	http://purl.obolibrary.org/obo/GO_0150119	1493
positive regulation of cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150117	36586
regulation of transepithelial transport	http://purl.obolibrary.org/obo/GO_0150111	15607
regulation of cell-substrate junction organization	http://purl.obolibrary.org/obo/GO_0150116	5108
dATP biosynthetic process from ADP	http://purl.obolibrary.org/obo/GO_0006176	35579
dATP biosynthetic process	http://purl.obolibrary.org/obo/GO_0006175	35764
GMP biosynthetic process	http://purl.obolibrary.org/obo/GO_0006177	11494
dADP biosynthetic process	http://purl.obolibrary.org/obo/GO_0006173	20083
ADP biosynthetic process	http://purl.obolibrary.org/obo/GO_0006172	38347
cAMP biosynthetic process	http://purl.obolibrary.org/obo/GO_0006171	21275
guanosine salvage	http://purl.obolibrary.org/obo/GO_0006179	17027
dAMP biosynthetic process	http://purl.obolibrary.org/obo/GO_0006170	5723
guanine salvage	http://purl.obolibrary.org/obo/GO_0006178	43892
positive regulation of L-dopa decarboxylase activity	http://purl.obolibrary.org/obo/GO_1903200	43204
subpallium cell migration	http://purl.obolibrary.org/obo/GO_0021980	16223
pineal gland development	http://purl.obolibrary.org/obo/GO_0021982	43233
subpallium radially oriented migration	http://purl.obolibrary.org/obo/GO_0021981	25133
neurohypophysis development	http://purl.obolibrary.org/obo/GO_0021985	10900
pituitary gland development	http://purl.obolibrary.org/obo/GO_0021983	12176
olfactory lobe development	http://purl.obolibrary.org/obo/GO_0021988	30312
cerebral cortex development	http://purl.obolibrary.org/obo/GO_0021987	10053
habenula development	http://purl.obolibrary.org/obo/GO_0021986	31923
adenohypophysis development	http://purl.obolibrary.org/obo/GO_0021984	22634
olfactory cortex development	http://purl.obolibrary.org/obo/GO_0021989	2558
alpha-ketoglutarate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015139	4801
fumarate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015138	3282
citrate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015137	28558
uronic acid transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015133	19520
prostaglandin transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015132	29729
sialic acid transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015136	3591
hexuronate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015134	7166
glucuronate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015135	37924
oxaloacetate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015131	42004
mevalonate transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0015130	10829
GDP-alpha-D-mannosylchitobiosyldiphosphodolichol metabolic process	http://purl.obolibrary.org/obo/GO_0046376	37234
teichoic acid metabolic process	http://purl.obolibrary.org/obo/GO_0046374	42182
dTDP-mannose metabolic process	http://purl.obolibrary.org/obo/GO_0046371	2319
colanic acid metabolic process	http://purl.obolibrary.org/obo/GO_0046377	27687
extracellular polysaccharide metabolic process	http://purl.obolibrary.org/obo/GO_0046379	10073
enterobacterial common antigen metabolic process	http://purl.obolibrary.org/obo/GO_0046378	26184
fructose biosynthetic process	http://purl.obolibrary.org/obo/GO_0046370	24172
D-arabinose metabolic process	http://purl.obolibrary.org/obo/GO_0046372	15072
K antigen metabolic process	http://purl.obolibrary.org/obo/GO_0046375	17719
L-arabinose metabolic process	http://purl.obolibrary.org/obo/GO_0046373	20212
synapse pruning	http://purl.obolibrary.org/obo/GO_0098883	26387
modification of postsynaptic actin cytoskeleton	http://purl.obolibrary.org/obo/GO_0098885	43759
structural constituent of presynaptic active zone	http://purl.obolibrary.org/obo/GO_0098882	27944
modification of dendritic spine	http://purl.obolibrary.org/obo/GO_0098886	22838
neurotransmitter receptor transport, endosome to postsynaptic membrane	http://purl.obolibrary.org/obo/GO_0098887	33066
postsynaptic neurotransmitter receptor internalization	http://purl.obolibrary.org/obo/GO_0098884	14012
maintenance of postsynaptic specialization structure	http://purl.obolibrary.org/obo/GO_0098880	10330
exocytic insertion of neurotransmitter receptor to plasma membrane	http://purl.obolibrary.org/obo/GO_0098881	30383
regulation of macromolecule metabolic process	http://purl.obolibrary.org/obo/GO_0060255	40847
positive regulation of glial cell proliferation	http://purl.obolibrary.org/obo/GO_0060252	31570
regulation of glial cell proliferation	http://purl.obolibrary.org/obo/GO_0060251	43531
negative regulation of filamentous growth	http://purl.obolibrary.org/obo/GO_0060258	32819
regulation of flocculation	http://purl.obolibrary.org/obo/GO_0060256	8716
negative regulation of glial cell proliferation	http://purl.obolibrary.org/obo/GO_0060253	29783
regulation of N-terminal protein palmitoylation	http://purl.obolibrary.org/obo/GO_0060254	19974
germ-line stem-cell niche homeostasis	http://purl.obolibrary.org/obo/GO_0060250	25226
negative regulation of flocculation	http://purl.obolibrary.org/obo/GO_0060257	19367
regulation of feeding behavior	http://purl.obolibrary.org/obo/GO_0060259	16385
calcium-induced calcium release activity	http://purl.obolibrary.org/obo/GO_0048763	21595
collenchyma cell differentiation	http://purl.obolibrary.org/obo/GO_0048761	598
root hair cell tip growth	http://purl.obolibrary.org/obo/GO_0048768	2591
root hair initiation	http://purl.obolibrary.org/obo/GO_0048766	39048
sarcomerogenesis	http://purl.obolibrary.org/obo/GO_0048769	33626
trichoblast maturation	http://purl.obolibrary.org/obo/GO_0048764	5679
root hair elongation	http://purl.obolibrary.org/obo/GO_0048767	36994
plant parenchymal cell differentiation	http://purl.obolibrary.org/obo/GO_0048760	28527
mesenchymal cell differentiation	http://purl.obolibrary.org/obo/GO_0048762	9093
root hair cell differentiation	http://purl.obolibrary.org/obo/GO_0048765	18938
photoreceptor cell differentiation	http://purl.obolibrary.org/obo/GO_0046530	9163
histamine N-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0046539	13487
